seed,gate_mode,optimizer,completed_steps,requested_steps,status,reason,initial_hash,final_hash,acquired_positive_gaps,train_R,S
0,learned,sgd,12000,12000,finite_budget_complete,,d9d1740d4a50ca7cd6063aa40a403a5a8fc1d9be99ba26bd0e3632df06bc3960,5f9e03040db075e5c015810312eecfabc7663e62f6a752f5fb8f0f7857d39caf,True,4,17976.52238260868
0,learned,adam,12000,12000,finite_budget_complete,,d9d1740d4a50ca7cd6063aa40a403a5a8fc1d9be99ba26bd0e3632df06bc3960,274eb25401540df0ceaf69cfc81b1d716e69ab447f5e37224e210d46941b1506,True,4,53.929567147825715
0,retrieval_frozen,sgd,12000,12000,finite_budget_complete,,d9d1740d4a50ca7cd6063aa40a403a5a8fc1d9be99ba26bd0e3632df06bc3960,9853d6040f8501b0bcfaa461a7c5e9ca5bdd4884ca91163d734abfed735ebfa4,True,4,17976.52238260868
0,retrieval_frozen,adam,12000,12000,finite_budget_complete,,d9d1740d4a50ca7cd6063aa40a403a5a8fc1d9be99ba26bd0e3632df06bc3960,51f65914891aa53af9a61ea8fcea8df5e03148c724b612cc911b5b2a07be052d,True,4,53.929567147825715
