seed,gate_mode,optimizer,step,S,delta_min,max_row_norm,m,h,w,m_rho,reference_gap,reference_gap_retained,probe,theta,clock_power,coefficient,lag,lower_error,upper_error,log_lower_error,log_upper_error,bound_valid,bound_invalid_reason,lower_bound_method,upper_bound_method
0,learned,sgd,0,0.0,-1.817513499889216e-10,4.655738713312595e-05,0.25,1.0,0.0,0.0006910930088240085,,,clock,,1,0.1,1,0.5,,-0.6931471805599453,,False,nonpositive_matching_gap,infinite_stale_prefix_max_all_pairs,
0,learned,sgd,3,0.0,0.007279386661384487,0.08463526427717641,0.24999999999997813,1.0000000003567504,0.2000499412386145,0.0006910930088239487,0.007279386661384487,True,fixed,,,,1,0.4867877214504672,0.5184212274692801,-0.7199271411727629,-0.6569671867321119,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,3,0.0,0.007279386661384487,0.08463526427717641,0.24999999999997813,1.0000000003567504,0.2000499412386145,0.0006910930088239487,0.007279386661384487,True,fixed,,,,2,0.5267001498136336,0.5329763505064549,-0.6411238680545701,-0.6292782263326733,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,3,0.0,0.007279386661384487,0.08463526427717641,0.24999999999997813,1.0000000003567504,0.2000499412386145,0.0006910930088239487,0.007279386661384487,True,fixed,,,,3,0.5413474246421806,0.5423807882272114,-0.613694016524473,-0.6117869629183343,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,3,0.0,0.007279386661384487,0.08463526427717641,0.24999999999997813,1.0000000003567504,0.2000499412386145,0.0006910930088239487,0.007279386661384487,True,fixed,,,,4,0.5467224006509778,0.5468786013319412,-0.6038140996184712,-0.6035284365992486,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,3,0.0,0.007279386661384487,0.08463526427717641,0.24999999999997813,1.0000000003567504,0.2000499412386145,0.0006910930088239487,0.007279386661384487,True,fixed,,,,5,0.5486974961720037,0.548721243373957,-0.6002079981279036,-0.600164719840225,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,3,0.0,0.007279386661384487,0.08463526427717641,0.24999999999997813,1.0000000003567504,0.2000499412386145,0.0006910930088239487,0.007279386661384487,True,fixed,,,,8,0.5497891707237398,0.5497893804622506,-0.5982204002006324,-0.5982200187117237,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,3,0.0,0.007279386661384487,0.08463526427717641,0.24999999999997813,1.0000000003567504,0.2000499412386145,0.0006910930088239487,0.007279386661384487,True,fixed,,,,16,0.5498463393817349,0.5498463394346997,-0.5981164227326056,-0.5981164226362788,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,3,0.0,0.007279386661384487,0.08463526427717641,0.24999999999997813,1.0000000003567504,0.2000499412386145,0.0006910930088239487,0.007279386661384487,True,fixed,,,,32,0.5498463585659277,0.5498463585659277,-0.5981163878425078,-0.5981163878425078,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,3,0.0,0.007279386661384487,0.08463526427717641,0.24999999999997813,1.0000000003567504,0.2000499412386145,0.0006910930088239487,0.007279386661384487,True,fixed,,,,64,0.5498463585659299,0.5498463585659299,-0.5981163878425039,-0.5981163878425039,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,3,0.0,0.007279386661384487,0.08463526427717641,0.24999999999997813,1.0000000003567504,0.2000499412386145,0.0006910930088239487,0.007279386661384487,True,fixed,,,,128,0.5498463585659299,0.5498463585659299,-0.5981163878425039,-0.5981163878425039,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,3,0.0,0.007279386661384487,0.08463526427717641,0.24999999999997813,1.0000000003567504,0.2000499412386145,0.0006910930088239487,0.007279386661384487,True,fixed,,,,256,0.5498463585659299,0.5498463585659299,-0.5981163878425039,-0.5981163878425039,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,3,0.0,0.007279386661384487,0.08463526427717641,0.24999999999997813,1.0000000003567504,0.2000499412386145,0.0006910930088239487,0.007279386661384487,True,fixed,,,,512,0.5498463585659299,0.5498463585659299,-0.5981163878425039,-0.5981163878425039,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,3,0.0,0.007279386661384487,0.08463526427717641,0.24999999999997813,1.0000000003567504,0.2000499412386145,0.0006910930088239487,0.007279386661384487,True,adaptive_theta,0.25,,,1,0.4867877214504672,0.5184212274692801,-0.7199271411727629,-0.6569671867321119,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,3,0.0,0.007279386661384487,0.08463526427717641,0.24999999999997813,1.0000000003567504,0.2000499412386145,0.0006910930088239487,0.007279386661384487,True,reference_theta,0.25,,,1,0.4867877214504672,0.5184212274692801,-0.7199271411727629,-0.6569671867321119,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,3,0.0,0.007279386661384487,0.08463526427717641,0.24999999999997813,1.0000000003567504,0.2000499412386145,0.0006910930088239487,0.007279386661384487,True,adaptive_theta,0.5,,,1,0.4867877214504672,0.5184212274692801,-0.7199271411727629,-0.6569671867321119,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,3,0.0,0.007279386661384487,0.08463526427717641,0.24999999999997813,1.0000000003567504,0.2000499412386145,0.0006910930088239487,0.007279386661384487,True,reference_theta,0.5,,,1,0.4867877214504672,0.5184212274692801,-0.7199271411727629,-0.6569671867321119,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,3,0.0,0.007279386661384487,0.08463526427717641,0.24999999999997813,1.0000000003567504,0.2000499412386145,0.0006910930088239487,0.007279386661384487,True,adaptive_theta,0.75,,,1,0.4867877214504672,0.5184212274692801,-0.7199271411727629,-0.6569671867321119,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,3,0.0,0.007279386661384487,0.08463526427717641,0.24999999999997813,1.0000000003567504,0.2000499412386145,0.0006910930088239487,0.007279386661384487,True,reference_theta,0.75,,,1,0.4867877214504672,0.5184212274692801,-0.7199271411727629,-0.6569671867321119,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,3,0.0,0.007279386661384487,0.08463526427717641,0.24999999999997813,1.0000000003567504,0.2000499412386145,0.0006910930088239487,0.007279386661384487,True,clock,,1,0.001,1,0.4867877214504672,0.5184212274692801,-0.7199271411727629,-0.6569671867321119,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,3,0.0,0.007279386661384487,0.08463526427717641,0.24999999999997813,1.0000000003567504,0.2000499412386145,0.0006910930088239487,0.007279386661384487,True,clock,,1,0.003,1,0.4867877214504672,0.5184212274692801,-0.7199271411727629,-0.6569671867321119,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,3,0.0,0.007279386661384487,0.08463526427717641,0.24999999999997813,1.0000000003567504,0.2000499412386145,0.0006910930088239487,0.007279386661384487,True,clock,,1,0.01,1,0.4867877214504672,0.5184212274692801,-0.7199271411727629,-0.6569671867321119,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,3,0.0,0.007279386661384487,0.08463526427717641,0.24999999999997813,1.0000000003567504,0.2000499412386145,0.0006910930088239487,0.007279386661384487,True,clock,,1,0.03,1,0.4867877214504672,0.5184212274692801,-0.7199271411727629,-0.6569671867321119,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,3,0.0,0.007279386661384487,0.08463526427717641,0.24999999999997813,1.0000000003567504,0.2000499412386145,0.0006910930088239487,0.007279386661384487,True,clock,,1,0.1,1,0.4867877214504672,0.5184212274692801,-0.7199271411727629,-0.6569671867321119,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,1000,3776.230261264594,0.0072793925524095035,0.08463529201839853,329.08331491856376,1.0469683877684455,6.369344291269543,0.025546201560191606,0.007279386661384487,True,fixed,,,,1,0.13032801883683762,0.29088368801446807,-2.037700784684199,-1.2348317892557827,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,1000,3776.230261264594,0.0072793925524095035,0.08463529201839853,329.08331491856376,1.0469683877684455,6.369344291269543,0.025546201560191606,0.007279386661384487,True,fixed,,,,2,0.3305367195176672,0.5327650425850328,-1.1070375229339806,-0.6296747726722653,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,1000,3776.230261264594,0.0072793925524095035,0.08463529201839853,329.08331491856376,1.0469683877684455,6.369344291269543,0.025546201560191606,0.007279386661384487,True,fixed,,,,3,0.7948451332389909,0.8718345082663573,-0.2296079842612202,-0.13715565718265238,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,1000,3776.230261264594,0.0072793925524095035,0.08463529201839853,329.08331491856376,1.0469683877684455,6.369344291269543,0.025546201560191606,0.007279386661384487,True,fixed,,,,4,0.9741258042204933,0.9804944300964632,-0.02621482123631394,-0.019698314038604302,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,1000,3776.230261264594,0.0072793925524095035,0.08463529201839853,329.08331491856376,1.0469683877684455,6.369344291269543,0.025546201560191606,0.007279386661384487,True,fixed,,,,5,0.9943662175193999,0.9950027962443007,-0.005649712090598064,-0.005009731531713641,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,1000,3776.230261264594,0.0072793925524095035,0.08463529201839853,329.08331491856376,1.0469683877684455,6.369344291269543,0.025546201560191606,0.007279386661384487,True,fixed,,,,8,0.9981855941532783,0.9981959920906172,-0.0018160538747728674,-0.0018056370913176606,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,1000,3776.230261264594,0.0072793925524095035,0.08463529201839853,329.08331491856376,1.0469683877684455,6.369344291269543,0.025546201560191606,0.007279386661384487,True,fixed,,,,16,0.9982896246187187,0.9982896268942232,-0.001711839743231059,-0.0017118374638278996,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,1000,3776.230261264594,0.0072793925524095035,0.08463529201839853,329.08331491856376,1.0469683877684455,6.369344291269543,0.025546201560191606,0.007279386661384487,True,fixed,,,,32,0.9982896480442096,0.9982896480442098,-0.001711816277605321,-0.0017118162776051996,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,1000,3776.230261264594,0.0072793925524095035,0.08463529201839853,329.08331491856376,1.0469683877684455,6.369344291269543,0.025546201560191606,0.007279386661384487,True,fixed,,,,64,0.9982896480442109,0.9982896480442109,-0.0017118162776040755,-0.0017118162776040755,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,1000,3776.230261264594,0.0072793925524095035,0.08463529201839853,329.08331491856376,1.0469683877684455,6.369344291269543,0.025546201560191606,0.007279386661384487,True,fixed,,,,128,0.9982896480442109,0.9982896480442109,-0.0017118162776040755,-0.0017118162776040755,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,1000,3776.230261264594,0.0072793925524095035,0.08463529201839853,329.08331491856376,1.0469683877684455,6.369344291269543,0.025546201560191606,0.007279386661384487,True,fixed,,,,256,0.9982896480442109,0.9982896480442109,-0.0017118162776040755,-0.0017118162776040755,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,1000,3776.230261264594,0.0072793925524095035,0.08463529201839853,329.08331491856376,1.0469683877684455,6.369344291269543,0.025546201560191606,0.007279386661384487,True,fixed,,,,512,0.9982896480442109,0.9982896480442109,-0.0017118162776040755,-0.0017118162776040755,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,1000,3776.230261264594,0.0072793925524095035,0.08463529201839853,329.08331491856376,1.0469683877684455,6.369344291269543,0.025546201560191606,0.007279386661384487,True,adaptive_theta,0.25,,,1,0.13032801883683762,0.29088368801446807,-2.037700784684199,-1.2348317892557827,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,1000,3776.230261264594,0.0072793925524095035,0.08463529201839853,329.08331491856376,1.0469683877684455,6.369344291269543,0.025546201560191606,0.007279386661384487,True,reference_theta,0.25,,,1,0.13032801883683762,0.29088368801446807,-2.037700784684199,-1.2348317892557827,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,1000,3776.230261264594,0.0072793925524095035,0.08463529201839853,329.08331491856376,1.0469683877684455,6.369344291269543,0.025546201560191606,0.007279386661384487,True,adaptive_theta,0.5,,,1,0.13032801883683762,0.29088368801446807,-2.037700784684199,-1.2348317892557827,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,1000,3776.230261264594,0.0072793925524095035,0.08463529201839853,329.08331491856376,1.0469683877684455,6.369344291269543,0.025546201560191606,0.007279386661384487,True,reference_theta,0.5,,,1,0.13032801883683762,0.29088368801446807,-2.037700784684199,-1.2348317892557827,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,1000,3776.230261264594,0.0072793925524095035,0.08463529201839853,329.08331491856376,1.0469683877684455,6.369344291269543,0.025546201560191606,0.007279386661384487,True,adaptive_theta,0.75,,,1,0.13032801883683762,0.29088368801446807,-2.037700784684199,-1.2348317892557827,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,1000,3776.230261264594,0.0072793925524095035,0.08463529201839853,329.08331491856376,1.0469683877684455,6.369344291269543,0.025546201560191606,0.007279386661384487,True,reference_theta,0.75,,,1,0.13032801883683762,0.29088368801446807,-2.037700784684199,-1.2348317892557827,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,1000,3776.230261264594,0.0072793925524095035,0.08463529201839853,329.08331491856376,1.0469683877684455,6.369344291269543,0.025546201560191606,0.007279386661384487,True,clock,,1,0.001,4,0.9741258042204933,0.9804944300964632,-0.02621482123631394,-0.019698314038604302,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,1000,3776.230261264594,0.0072793925524095035,0.08463529201839853,329.08331491856376,1.0469683877684455,6.369344291269543,0.025546201560191606,0.007279386661384487,True,clock,,1,0.003,12,0.9982881041795323,0.9982882542116681,-0.0017133627885544812,-0.0017132124991501752,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,1000,3776.230261264594,0.0072793925524095035,0.08463529201839853,329.08331491856376,1.0469683877684455,6.369344291269543,0.025546201560191606,0.007279386661384487,True,clock,,1,0.01,38,0.9982896480442109,0.9982896480442109,-0.0017118162776040785,-0.0017118162776040785,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,1000,3776.230261264594,0.0072793925524095035,0.08463529201839853,329.08331491856376,1.0469683877684455,6.369344291269543,0.025546201560191606,0.007279386661384487,True,clock,,1,0.03,114,0.9982896480442109,0.9982896480442109,-0.0017118162776040755,-0.0017118162776040755,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,1000,3776.230261264594,0.0072793925524095035,0.08463529201839853,329.08331491856376,1.0469683877684455,6.369344291269543,0.025546201560191606,0.007279386661384487,True,clock,,1,0.1,378,0.9982896480442109,0.9982896480442109,-0.0017118162776040755,-0.0017118162776040755,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,2000,6316.300135017985,0.007279393201645731,0.0846352940764352,380.60778572969974,1.1599704361138359,7.143178458043814,0.024798958724722448,0.007279386661384487,True,fixed,,,,1,0.06510270468860288,0.14705158374402366,-2.7317891839547253,-1.9169718439345629,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,2000,6316.300135017985,0.007279393201645731,0.0846352940764352,380.60778572969974,1.1599704361138359,7.143178458043814,0.024798958724722448,0.007279386661384487,True,fixed,,,,2,0.18520312144675408,0.33573411888334864,-1.686302102447978,-1.0914357451193857,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,2000,6316.300135017985,0.007279393201645731,0.0846352940764352,380.60778572969974,1.1599704361138359,7.143178458043814,0.024798958724722448,0.007279386661384487,True,fixed,,,,3,0.7139334165278791,0.8167921674177065,-0.3369655751536268,-0.20237060152914504,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,2000,6316.300135017985,0.007279393201645731,0.0846352940764352,380.60778572969974,1.1599704361138359,7.143178458043814,0.024798958724722448,0.007279386661384487,True,fixed,,,,4,0.9789780846411662,0.9844885284762454,-0.021246022155538898,-0.015633033102640893,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,2000,6316.300135017985,0.007279393201645731,0.0846352940764352,380.60778572969974,1.1599704361138359,7.143178458043814,0.024798958724722448,0.007279386661384487,True,fixed,,,,5,0.9970458475236542,0.9973906190430514,-0.0029585245975040342,-0.00261279132536333,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,2000,6316.300135017985,0.007279393201645731,0.0846352940764352,380.60778572969974,1.1599704361138359,7.143178458043814,0.024798958724722448,0.007279386661384487,True,fixed,,,,8,0.9991729182901695,0.9991765310074051,-0.0008274239306171844,-0.0008238082294325937,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,2000,6316.300135017985,0.007279393201645731,0.0846352940764352,380.60778572969974,1.1599704361138359,7.143178458043814,0.024798958724722448,0.007279386661384487,True,fixed,,,,16,0.9992103841825375,0.9992103845064972,-0.0007899277282359999,-0.0007899274040203046,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,2000,6316.300135017985,0.007279393201645731,0.0846352940764352,380.60778572969974,1.1599704361138359,7.143178458043814,0.024798958724722448,0.007279386661384487,True,fixed,,,,32,0.9992103876130479,0.9992103876130479,-0.000789924295014667,-0.0007899242950146635,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,2000,6316.300135017985,0.007279393201645731,0.0846352940764352,380.60778572969974,1.1599704361138359,7.143178458043814,0.024798958724722448,0.007279386661384487,True,fixed,,,,64,0.9992103876130479,0.9992103876130479,-0.0007899242950146369,-0.0007899242950146369,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,2000,6316.300135017985,0.007279393201645731,0.0846352940764352,380.60778572969974,1.1599704361138359,7.143178458043814,0.024798958724722448,0.007279386661384487,True,fixed,,,,128,0.9992103876130479,0.9992103876130479,-0.0007899242950146369,-0.0007899242950146369,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,2000,6316.300135017985,0.007279393201645731,0.0846352940764352,380.60778572969974,1.1599704361138359,7.143178458043814,0.024798958724722448,0.007279386661384487,True,fixed,,,,256,0.9992103876130479,0.9992103876130479,-0.0007899242950146369,-0.0007899242950146369,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,2000,6316.300135017985,0.007279393201645731,0.0846352940764352,380.60778572969974,1.1599704361138359,7.143178458043814,0.024798958724722448,0.007279386661384487,True,fixed,,,,512,0.9992103876130479,0.9992103876130479,-0.0007899242950146369,-0.0007899242950146369,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,2000,6316.300135017985,0.007279393201645731,0.0846352940764352,380.60778572969974,1.1599704361138359,7.143178458043814,0.024798958724722448,0.007279386661384487,True,adaptive_theta,0.25,,,1,0.06510270468860288,0.14705158374402366,-2.7317891839547253,-1.9169718439345629,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,2000,6316.300135017985,0.007279393201645731,0.0846352940764352,380.60778572969974,1.1599704361138359,7.143178458043814,0.024798958724722448,0.007279386661384487,True,reference_theta,0.25,,,1,0.06510270468860288,0.14705158374402366,-2.7317891839547253,-1.9169718439345629,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,2000,6316.300135017985,0.007279393201645731,0.0846352940764352,380.60778572969974,1.1599704361138359,7.143178458043814,0.024798958724722448,0.007279386661384487,True,adaptive_theta,0.5,,,1,0.06510270468860288,0.14705158374402366,-2.7317891839547253,-1.9169718439345629,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,2000,6316.300135017985,0.007279393201645731,0.0846352940764352,380.60778572969974,1.1599704361138359,7.143178458043814,0.024798958724722448,0.007279386661384487,True,reference_theta,0.5,,,1,0.06510270468860288,0.14705158374402366,-2.7317891839547253,-1.9169718439345629,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,2000,6316.300135017985,0.007279393201645731,0.0846352940764352,380.60778572969974,1.1599704361138359,7.143178458043814,0.024798958724722448,0.007279386661384487,True,adaptive_theta,0.75,,,1,0.06510270468860288,0.14705158374402366,-2.7317891839547253,-1.9169718439345629,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,2000,6316.300135017985,0.007279393201645731,0.0846352940764352,380.60778572969974,1.1599704361138359,7.143178458043814,0.024798958724722448,0.007279386661384487,True,reference_theta,0.75,,,1,0.06510270468860288,0.14705158374402366,-2.7317891839547253,-1.9169718439345629,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
0,learned,sgd,2000,6316.300135017985,0.007279393201645731,0.0846352940764352,380.60778572969974,1.1599704361138359,7.143178458043814,0.024798958724722448,0.007279386661384487,True,clock,,1,0.001,7,0.9990858462425668,0.9990983977852395,-0.0009145718507998292,-0.0009020089025027407,True,,infinite_stale_prefix_max_all_pairs,uniform_arbitrary_stream_transfer
