seed,gate_mode,optimizer,step,S,delta_min,max_row_norm,m,h,w,m_rho,reference_gap,reference_gap_retained,error_target,certified_radius,bound_valid,bound_invalid_reason,radius_definition,radius_rounding
0,learned,adam,5000,33.89887827553162,0.007302240142849003,0.0851573283970617,1183.2099456813073,1.7507703216164936,3.4048877777972426,5.257455021787536e-233,0.007296790750680032,True,0.001,0,True,,max_radius_certified_by_uniform_upper_bound,
0,learned,adam,6000,37.589893042687706,0.007302409886081345,0.08515810058309342,1450.759177515602,1.9056221520848706,3.7739892514736724,3.4993688952879605e-276,0.007296790750680032,True,0.1,5,True,,max_radius_certified_by_uniform_upper_bound,adjacent_integer_verified
0,learned,adam,6000,37.589893042687706,0.007302409886081345,0.08515810058309342,1450.759177515602,1.9056221520848706,3.7739892514736724,3.4993688952879605e-276,0.007296790750680032,True,0.01,0,True,,max_radius_certified_by_uniform_upper_bound,
0,learned,adam,6000,37.589893042687706,0.007302409886081345,0.08515810058309342,1450.759177515602,1.9056221520848706,3.7739892514736724,3.4993688952879605e-276,0.007296790750680032,True,0.001,0,True,,max_radius_certified_by_uniform_upper_bound,
0,learned,adam,7000,40.904032203641215,0.007302538357096613,0.0851586796380247,1714.206010215898,2.0483553164837796,4.105403165339053,2.202e-319,0.007296790750680032,True,0.1,6,True,,max_radius_certified_by_uniform_upper_bound,adjacent_integer_verified
0,learned,adam,7000,40.904032203641215,0.007302538357096613,0.0851586796380247,1714.206010215898,2.0483553164837796,4.105403165339053,2.202e-319,0.007296790750680032,True,0.01,0,True,,max_radius_certified_by_uniform_upper_bound,
0,learned,adam,7000,40.904032203641215,0.007302538357096613,0.0851586796380247,1714.206010215898,2.0483553164837796,4.105403165339053,2.202e-319,0.007296790750680032,True,0.001,0,True,,max_radius_certified_by_uniform_upper_bound,
0,learned,adam,8000,43.92044429817172,0.007302639473891853,0.08515912995496783,1973.0815311234019,2.1809586889128645,4.407044373098026,0.0,0.007296790750680032,True,0.1,6,True,,max_radius_certified_by_uniform_upper_bound,adjacent_integer_verified
0,learned,adam,8000,43.92044429817172,0.007302639473891853,0.08515912995496783,1973.0815311234019,2.1809586889128645,4.407044373098026,0.0,0.007296790750680032,True,0.01,0,True,,max_radius_certified_by_uniform_upper_bound,
0,learned,adam,8000,43.92044429817172,0.007302639473891853,0.08515912995496783,1973.0815311234019,2.1809586889128645,4.407044373098026,0.0,0.007296790750680032,True,0.001,0,True,,max_radius_certified_by_uniform_upper_bound,
0,learned,adam,9000,46.69492835567756,0.007302721433584716,0.08515948978995327,2227.2609669810827,2.3049463820996356,4.68449277752513,0.0,0.007296790750680032,True,0.1,7,True,,max_radius_certified_by_uniform_upper_bound,adjacent_integer_verified
0,learned,adam,9000,46.69492835567756,0.007302721433584716,0.08515948978995327,2227.2609669810827,2.3049463820996356,4.68449277752513,0.0,0.007296790750680032,True,0.01,0,True,,max_radius_certified_by_uniform_upper_bound,
0,learned,adam,9000,46.69492835567756,0.007302721433584716,0.08515948978995327,2227.2609669810827,2.3049463820996356,4.68449277752513,0.0,0.007296790750680032,True,0.001,0,True,,max_radius_certified_by_uniform_upper_bound,
0,learned,adam,10000,49.26842521616799,0.007302788982295223,0.0851597839398367,2476.7903249885408,2.421502546491431,4.941842462515987,0.0,0.007296790750680032,True,0.1,7,True,,max_radius_certified_by_uniform_upper_bound,adjacent_integer_verified
0,learned,adam,10000,49.26842521616799,0.007302788982295223,0.0851597839398367,2476.7903249885408,2.421502546491431,4.941842462515987,0.0,0.007296790750680032,True,0.01,0,True,,max_radius_certified_by_uniform_upper_bound,
0,learned,adam,10000,49.26842521616799,0.007302788982295223,0.0851597839398367,2476.7903249885408,2.421502546491431,4.941842462515987,0.0,0.007296790750680032,True,0.001,0,True,,max_radius_certified_by_uniform_upper_bound,
0,learned,adam,11000,51.67194035252699,0.007302845912278235,0.08516002787546054,2721.8003703552836,2.531573459831696,5.182193975289194,0.0,0.007296790750680032,True,0.1,8,True,,max_radius_certified_by_uniform_upper_bound,adjacent_integer_verified
0,learned,adam,11000,51.67194035252699,0.007302845912278235,0.08516002787546054,2721.8003703552836,2.531573459831696,5.182193975289194,0.0,0.007296790750680032,True,0.01,0,True,,max_radius_certified_by_uniform_upper_bound,
0,learned,adam,11000,51.67194035252699,0.007302845912278235,0.08516002787546054,2721.8003703552836,2.531573459831696,5.182193975289194,0.0,0.007296790750680032,True,0.001,0,True,,max_radius_certified_by_uniform_upper_bound,
0,learned,adam,12000,53.929567147825715,0.007302894595787143,0.08516023178178099,2962.461934696146,2.635928853627882,5.407956654104015,0.0,0.007296790750680032,True,0.1,8,True,,max_radius_certified_by_uniform_upper_bound,adjacent_integer_verified
0,learned,adam,12000,53.929567147825715,0.007302894595787143,0.08516023178178099,2962.461934696146,2.635928853627882,5.407956654104015,0.0,0.007296790750680032,True,0.01,7,True,,max_radius_certified_by_uniform_upper_bound,adjacent_integer_verified
0,learned,adam,12000,53.929567147825715,0.007302894595787143,0.08516023178178099,2962.461934696146,2.635928853627882,5.407956654104015,0.0,0.007296790750680032,True,0.001,0,True,,max_radius_certified_by_uniform_upper_bound,
0,retrieval_frozen,adam,0,0.0,-1.817513499889216e-10,4.655738713312595e-05,0.25,1.0,0.0,0.0006910930088240085,,,0.1,,False,nonpositive_matching_gap,max_radius_certified_by_uniform_upper_bound,
0,retrieval_frozen,adam,0,0.0,-1.817513499889216e-10,4.655738713312595e-05,0.25,1.0,0.0,0.0006910930088240085,,,0.01,,False,nonpositive_matching_gap,max_radius_certified_by_uniform_upper_bound,
0,retrieval_frozen,adam,0,0.0,-1.817513499889216e-10,4.655738713312595e-05,0.25,1.0,0.0,0.0006910930088240085,,,0.001,,False,nonpositive_matching_gap,max_radius_certified_by_uniform_upper_bound,
0,retrieval_frozen,adam,3,0.0,0.007296790750299142,0.08513033326526565,0.24998097685362677,1.0,0.014999995771104346,0.0006911233281133953,0.007296790750299142,True,0.1,0,True,,max_radius_certified_by_uniform_upper_bound,
0,retrieval_frozen,adam,3,0.0,0.007296790750299142,0.08513033326526565,0.24998097685362677,1.0,0.014999995771104346,0.0006911233281133953,0.007296790750299142,True,0.01,0,True,,max_radius_certified_by_uniform_upper_bound,
0,retrieval_frozen,adam,3,0.0,0.007296790750299142,0.08513033326526565,0.24998097685362677,1.0,0.014999995771104346,0.0006911233281133953,0.007296790750299142,True,0.001,0,True,,max_radius_certified_by_uniform_upper_bound,
0,retrieval_frozen,adam,1000,11.328690783793768,0.007299929327171637,0.085146505659098,139.89293503299535,1.0,1.1478690551871835,8.429220451323488e-61,0.007296790750299142,True,0.1,0,True,,max_radius_certified_by_uniform_upper_bound,
0,retrieval_frozen,adam,1000,11.328690783793768,0.007299929327171637,0.085146505659098,139.89293503299535,1.0,1.1478690551871835,8.429220451323488e-61,0.007296790750299142,True,0.01,0,True,,max_radius_certified_by_uniform_upper_bound,
0,retrieval_frozen,adam,1000,11.328690783793768,0.007299929327171637,0.085146505659098,139.89293503299535,1.0,1.1478690551871835,8.429220451323488e-61,0.007296790750299142,True,0.001,0,True,,max_radius_certified_by_uniform_upper_bound,
0,retrieval_frozen,adam,2000,18.94890040505393,0.007301076127357715,0.08515191989202041,378.2186164890619,1.0,1.9098900122449016,5.550731403979613e-104,0.007296790750299142,True,0.1,0,True,,max_radius_certified_by_uniform_upper_bound,
0,retrieval_frozen,adam,2000,18.94890040505393,0.007301076127357715,0.08515191989202041,378.2186164890619,1.0,1.9098900122449016,5.550731403979613e-104,0.007296790750299142,True,0.01,0,True,,max_radius_certified_by_uniform_upper_bound,
0,retrieval_frozen,adam,2000,18.94890040505393,0.007301076127357715,0.08515191989202041,378.2186164890619,1.0,1.9098900122449016,5.550731403979613e-104,0.007296790750299142,True,0.001,0,True,,max_radius_certified_by_uniform_upper_bound,
0,retrieval_frozen,adam,3000,24.84174707475492,0.007301657769276147,0.08515462491788484,642.1504992141237,1.0,2.4991746701953255,3.5872214551728104e-147,0.007296790750299142,True,0.1,0,True,,max_radius_certified_by_uniform_upper_bound,
0,retrieval_frozen,adam,3000,24.84174707475492,0.007301657769276147,0.08515462491788484,642.1504992141237,1.0,2.4991746701953255,3.5872214551728104e-147,0.007296790750299142,True,0.01,0,True,,max_radius_certified_by_uniform_upper_bound,
0,retrieval_frozen,adam,3000,24.84174707475492,0.007301657769276147,0.08515462491788484,642.1504992141237,1.0,2.4991746701953255,3.5872214551728104e-147,0.007296790750299142,True,0.001,0,True,,max_radius_certified_by_uniform_upper_bound,
0,retrieval_frozen,adam,4000,29.71272255340369,0.007302008608825519,0.08515624725571087,912.7445604753865,1.0,2.9862722127050603,1.5206085460972048e-190,0.007296790750299142,True,0.1,0,True,,max_radius_certified_by_uniform_upper_bound,
0,retrieval_frozen,adam,4000,29.71272255340369,0.007302008608825519,0.08515624725571087,912.7445604753865,1.0,2.9862722127050603,1.5206085460972048e-190,0.007296790750299142,True,0.01,0,True,,max_radius_certified_by_uniform_upper_bound,
0,retrieval_frozen,adam,4000,29.71272255340369,0.007302008608825519,0.08515624725571087,912.7445604753865,1.0,2.9862722127050603,1.5206085460972048e-190,0.007296790750299142,True,0.001,0,True,,max_radius_certified_by_uniform_upper_bound,
0,retrieval_frozen,adam,5000,33.89887827553162,0.00730224394963549,0.08515732852280082,1183.2098241084593,1.0,3.4048877815495904,6.146559673943473e-234,0.007296790750299142,True,0.1,0,True,,max_radius_certified_by_uniform_upper_bound,
0,retrieval_frozen,adam,5000,33.89887827553162,0.00730224394963549,0.08515732852280082,1183.2098241084593,1.0,3.4048877815495904,6.146559673943473e-234,0.007296790750299142,True,0.01,0,True,,max_radius_certified_by_uniform_upper_bound,
0,retrieval_frozen,adam,5000,33.89887827553162,0.00730224394963549,0.08515732852280082,1183.2098241084593,1.0,3.4048877815495904,6.146559673943473e-234,0.007296790750299142,True,0.001,0,True,,max_radius_certified_by_uniform_upper_bound,
0,retrieval_frozen,adam,6000,37.589893042687706,0.0073024136772996155,0.08515810070941489,1450.7590343413935,1.0,3.7739892559571095,2.5005079847459934e-277,0.007296790750299142,True,0.1,0,True,,max_radius_certified_by_uniform_upper_bound,
0,retrieval_frozen,adam,6000,37.589893042687706,0.0073024136772996155,0.08515810070941489,1450.7590343413935,1.0,3.7739892559571095,2.5005079847459934e-277,0.007296790750299142,True,0.01,0,True,,max_radius_certified_by_uniform_upper_bound,
0,retrieval_frozen,adam,6000,37.589893042687706,0.0073024136772996155,0.08515810070941489,1450.7590343413935,1.0,3.7739892559571095,2.5005079847459934e-277,0.007296790750299142,True,0.001,0,True,,max_radius_certified_by_uniform_upper_bound,
0,retrieval_frozen,adam,7000,40.904032203641215,0.007302542147667306,0.08515867976477486,1714.2058468440248,1.0,4.105403170385797,8.47e-321,0.007296790750299142,True,0.1,0,True,,max_radius_certified_by_uniform_upper_bound,
0,retrieval_frozen,adam,7000,40.904032203641215,0.007302542147667306,0.08515867976477486,1714.2058468440248,1.0,4.105403170385797,8.47e-321,0.007296790750299142,True,0.01,0,True,,max_radius_certified_by_uniform_upper_bound,
0,retrieval_frozen,adam,7000,40.904032203641215,0.007302542147667306,0.08515867976477486,1714.2058468440248,1.0,4.105403170385797,8.47e-321,0.007296790750299142,True,0.001,0,True,,max_radius_certified_by_uniform_upper_bound,
0,retrieval_frozen,adam,8000,43.92044429817172,0.007302643263769478,0.08515913008205499,1973.0813489113061,1.0,4.4070443785893,0.0,0.007296790750299142,True,0.1,0,True,,max_radius_certified_by_uniform_upper_bound,
0,retrieval_frozen,adam,8000,43.92044429817172,0.007302643263769478,0.08515913008205499,1973.0813489113061,1.0,4.4070443785893,0.0,0.007296790750299142,True,0.01,0,True,,max_radius_certified_by_uniform_upper_bound,
0,retrieval_frozen,adam,8000,43.92044429817172,0.007302643263769478,0.08515913008205499,1973.0813489113061,1.0,4.4070443785893,0.0,0.007296790750299142,True,0.001,0,True,,max_radius_certified_by_uniform_upper_bound,
0,retrieval_frozen,adam,9000,46.69492835567756,0.007302725223362282,0.08515948991735685,2227.2607671713145,1.0,4.684492783375041,0.0,0.007296790750299142,True,0.1,0,True,,max_radius_certified_by_uniform_upper_bound,
0,retrieval_frozen,adam,9000,46.69492835567756,0.007302725223362282,0.08515948991735685,2227.2607671713145,1.0,4.684492783375041,0.0,0.007296790750299142,True,0.01,0,True,,max_radius_certified_by_uniform_upper_bound,
0,retrieval_frozen,adam,9000,46.69492835567756,0.007302725223362282,0.08515948991735685,2227.2607671713145,1.0,4.684492783375041,0.0,0.007296790750299142,True,0.001,0,True,,max_radius_certified_by_uniform_upper_bound,
0,retrieval_frozen,adam,10000,49.26842521616799,0.007302792772008674,0.08515978406745124,2476.7901086986185,1.0,4.941842468660969,0.0,0.007296790750299142,True,0.1,0,True,,max_radius_certified_by_uniform_upper_bound,
0,retrieval_frozen,adam,10000,49.26842521616799,0.007302792772008674,0.08515978406745124,2476.7901086986185,1.0,4.941842468660969,0.0,0.007296790750299142,True,0.01,0,True,,max_radius_certified_by_uniform_upper_bound,
0,retrieval_frozen,adam,10000,49.26842521616799,0.007302792772008674,0.08515978406745124,2476.7901086986185,1.0,4.941842468660969,0.0,0.007296790750299142,True,0.001,0,True,,max_radius_certified_by_uniform_upper_bound,
0,retrieval_frozen,adam,11000,51.67194035252699,0.007302849701904372,0.08516002800351767,2721.800138585043,1.0,5.1821939816811335,0.0,0.007296790750299142,True,0.1,0,True,,max_radius_certified_by_uniform_upper_bound,
0,retrieval_frozen,adam,11000,51.67194035252699,0.007302849701904372,0.08516002800351767,2721.800138585043,1.0,5.1821939816811335,0.0,0.007296790750299142,True,0.01,0,True,,max_radius_certified_by_uniform_upper_bound,
0,retrieval_frozen,adam,11000,51.67194035252699,0.007302849701904372,0.08516002800351767,2721.800138585043,1.0,5.1821939816811335,0.0,0.007296790750299142,True,0.001,0,True,,max_radius_certified_by_uniform_upper_bound,
0,retrieval_frozen,adam,12000,53.929567147825715,0.00730289838534798,0.0851602319102205,2962.461688339889,1.0,5.407956660705743,0.0,0.007296790750299142,True,0.1,0,True,,max_radius_certified_by_uniform_upper_bound,
0,retrieval_frozen,adam,12000,53.929567147825715,0.00730289838534798,0.0851602319102205,2962.461688339889,1.0,5.407956660705743,0.0,0.007296790750299142,True,0.01,0,True,,max_radius_certified_by_uniform_upper_bound,
0,retrieval_frozen,adam,12000,53.929567147825715,0.00730289838534798,0.0851602319102205,2962.461688339889,1.0,5.407956660705743,0.0,0.007296790750299142,True,0.001,0,True,,max_radius_certified_by_uniform_upper_bound,
